Id,SalePrice
2299,149617.64485519723
211,124724.07858657048
605,199244.21960903078
1478,245279.34674734503
2247,261746.62426224432
2274,192391.78940717224
2869,192110.54403719975
967,236981.73675800394
2656,93354.5194618587
667,233415.56566953313
1042,114720.42684308563
2023,171919.5257788584
2447,353822.07455717865
2055,120111.16333987651
2275,297293.0829836712
2204,182271.58160127234
1563,276512.6520147692
483,226395.2034788353
796,157391.73456991417
1526,170708.73553186303
2042,160093.97356342175
442,345619.33197668137
1693,304985.5587314818
1468,231001.32186500524
1430,193878.20617708037
2605,194864.76630900174
1529,180411.89846797852
335,131394.5137157639
1287,128307.28593260326
31,103297.91992067527
1785,305147.57894670754
82,169623.0378672627
2620,132035.1696857485
252,201154.4020741331
721,67607.73248233399
2165,203213.31533072272
2316,166906.09416864696
775,132823.3630170156
1558,94903.72528397091
17,234101.4889217905
1022,259974.9662927565
925,116653.87149268668
438,302273.1409522616
1270,150706.55550464333
1272,118099.54863781619
215,147190.32985764684
266,233774.8546220018
2402,262722.92941077705
1250,136479.97982857787
1984,106298.55842557867
1279,143825.6088174279
377,248722.94600577574
1252,151142.5453570304
2156,268438.4270174928
499,296701.72900677286
1374,117659.78550432
2898,254059.31623713853
401,101718.25770335869
2721,172180.1866387563
2078,243790.73163152672
2589,120434.02859094262
1946,240796.26863704843
1334,125758.17625282757
2781,254064.56635906175
431,381021.25134046795
576,229024.15481364346
1474,222711.83208611415
2254,142615.85893576575
2155,288695.19802615204
885,109431.5013037159
643,136728.18892382632
1944,118851.28523835796
480,212335.5938968544
2845,102293.47396702909
2387,307169.8221277977
2407,223830.68571125192
2527,160124.9931895413
2514,181830.43894497547
629,159690.88656827353
80,225457.15149456452
1876,133716.7425165642
1546,107677.83958807532
2518,198477.65073733457
2347,165671.57724822915
783,159350.34542247237
1322,27025.724827135797
194,77012.26268281548
1770,283856.1783294026
2143,117673.47589987764
1229,186606.62255225188
511,282775.7099220212
46,223490.38203043863
1348,187267.71597006798
2465,215424.98440243347
387,247956.96881710406
873,229361.29167970497
1918,117003.77188468166
2764,247591.33571654346
2184,116987.43335129935
934,148352.7801045633
1920,120793.38839861407
2631,140983.60982020677
1768,490634.627945784
2040,121820.65519431003
1749,227750.1303370481
834,238679.74758215403
1457,257916.41473415296
79,126209.52047296648
2302,99868.82688675913
1817,130622.72894088946
2755,260816.18094509706
359,163439.20468432552
2059,105777.41384959442
2092,254081.54299481434
2516,259618.77055212623
150,117241.8965826622
1656,141310.58380922428
83,118215.24191056725
2411,200311.21147580192
795,83423.23368849723
2312,230053.6302657395
2917,88948.77842349307
1624,204272.31424499562
2215,287558.4764377178
1211,146478.55229123234
1485,164395.60991201634
1024,171482.25542446884
570,203963.7416154012
2874,148110.87470530745
700,184769.41773617538
2756,243123.1456042304
2022,193754.5902516616
583,221674.3058936772
2392,339814.19392255275
2424,223145.1859702918
212,103443.77267107647
736,122629.95063496033
1610,164418.64131121885
890,119654.86785283891
467,185940.27659175533
578,253212.65275374337
1747,195932.15298918137
1149,197048.37802562935
2758,246325.43674472088
857,130306.73005821192
2219,286058.2538928216
733,123327.05360371026
2909,123769.6904630619
1798,279126.58105995023
235,117949.41667983658
2366,129026.7137295107
1027,126944.85841749131
1195,145602.39614349976
1303,21194.840791381284
148,176265.76922799696
608,148948.7044954082
2515,210242.2044870431
821,293248.30217473046
2500,280673.98784751684
745,113190.28696258932
741,150343.49475830523
1611,145471.0798674816
2532,118207.08042443308
1081,237409.30269019984
1692,395430.67187210184
2520,214023.58944599432
276,132042.74535329826
1992,124592.41068991132
663,-20264.112892543082
418,136996.7882132755
1733,193561.66611184366
2359,147376.94906270035
253,218637.6520915833
1518,157762.45345105574
2035,150627.2109311953
2919,73741.52129044304
1540,205176.88707775128
2120,153452.535328595
1674,207090.04595996535
256,141389.46023669944
2361,88421.94481951544
978,85840.67335122806
2280,164978.9964725893
2095,238606.26526401014
1709,311089.29743993795
2801,226453.11824385184
1246,100249.31176483264
2373,111845.54838171412
1055,291665.3763520644
2017,124423.98405317991
1099,269626.2791227601
1344,91654.34663535614
835,176629.36849662862
1117,231906.52824234933
2043,86013.63425516273
2085,140809.85165217394
410,169751.40979378717
2650,115818.75761520902
2867,163037.06231179455
1668,111166.89260349663
1161,198285.2033550061
2122,196723.04858603925
2539,139183.3613913578
1047,159327.98707561463
1445,127100.83698324306
541,127160.74493897817
569,240047.7285895724
1276,128946.12424107967
918,139365.4371923731
326,176134.4275760635
1936,107935.37467564012
895,91166.14798635576
257,139250.38992742394
1241,179250.1826974832
1545,120277.41538727563
1189,185993.01919070724
270,164395.60991201634
2066,216627.62149547855
693,114677.96102371854
1259,188714.46846476675
2916,140122.71557403775
2321,285044.20703343267
1977,96915.41050095846
1895,155215.1774488456
1240,158548.42411825224
85,139582.5983201843
1823,118639.1888158338
825,294762.1535860183
110,239100.7654392334
697,116433.28358012548
2297,102054.53553417597
1231,134389.17511607843
1355,131719.84006080293
968,344957.1343771168
584,212766.52941767607
1315,121580.41624187338
1606,124664.65361608841
206,103398.2016213115
1685,341045.8293870464
2016,130219.82637119557
869,235388.07355359668
2135,128861.61452287095
2346,176130.22001922014
2430,238732.9550253583
2198,94375.89823187499
2652,125252.70892774245
27,100848.44512217793
241,171516.28579255016
906,118872.15145853563
1506,89489.60588392775
2098,346492.4285768323
1435,208137.4325053375
2213,125575.20962525748
1274,150002.18980870748
743,3052.4959522497666
1737,218116.31795332814
2797,272918.8858110436
2185,87523.62448749687
58,168800.84036046968
830,220190.79512328768
808,143263.17095673794
680,158078.88494830063
1153,107687.63128793116
1291,164938.1143307125
1818,180203.16878215957
2161,208688.20659332632
1883,128376.69781669266
350,343288.28585316706
2473,144458.1189841815
295,176000.2528393781
293,199555.7068356559
859,106982.52162165233
288,68873.12854628214
1578,135100.53482287875
102,189881.41044073287
2831,203365.3630802448
1030,174793.13611597673
2551,134963.61498324721
1286,147380.22706063357
958,310935.1474538257
776,114738.28624490165
72,233819.76980192054
2263,266952.9777857579
1866,159626.54017780971
2876,70456.65829086638
2146,278210.9278138328
103,201559.38061982725
1500,151223.26345360346
492,179945.9420354806
167,138094.39510817648
2597,103996.02124489716
2685,117630.14537927957
1035,159042.13143418933
1220,60359.64651398371
2602,156385.41111319256
2159,226444.07767501305
695,171786.5678755478
1109,252759.9854535031
640,187897.09547181454
1652,161976.90136503236
2090,180123.34262754372
1188,199914.31701429148
2345,213514.14174103533
1059,364142.0845416144
2751,259823.99130444083
128,221402.87270880095
1523,177341.1112242571
2925,146095.5997543707
2145,308279.39138821117
1121,245014.12929849606
566,303424.84378751775
565,227911.16950741987
1331,146932.73794606442
2928,114448.53004210061
156,131337.33434434707
797,141972.87670345127
327,86588.63441469698
2859,150890.45136478342
1453,100979.57238569563
1762,325018.3288235704
1868,194484.275196746
1760,180011.80930146333
1113,271771.66636568954
1812,209934.88847020586
117,157918.97633501794
1142,207275.13488037314
2342,353730.9986978663
927,128898.04569350078
2478,198111.63208219223
655,70645.41978456588
2064,109738.97868852936
369,250267.75168496036
2239,133274.79145736163
2732,205824.73726338745
1653,169769.3475903601
959,218376.6611381574
2395,317061.131815896
1412,107423.15892891354
271,264473.99025866593
1484,164395.60991201634
1497,132885.54209266123
552,175112.78924467333
2,126793.30260389068
1855,297203.43616615795
4,268944.4106537728
2292,162458.08372316943
134,134655.98287377734
646,117162.5739050924
42,308917.8386644407
532,243557.37661801773
713,95904.31093376818
2561,128461.8486559148
2360,123547.12237659402
1333,112273.53383671922
1407,193915.7913594671
2892,273805.76253156335
574,241209.2748379555
1227,172118.01855395304
2591,249713.17624022567
1476,229648.5088655788
1125,277916.96697367454
1446,155123.95106079127
408,113495.91414970813
1101,282804.6682620839
2251,202855.88545427838
373,190753.27446126824
2554,115762.88024539997
2382,277761.000157161
1985,74994.54758471754
519,238702.082851443
1093,185740.72849394544
864,267431.0142210121
2889,156399.41049682916
2308,204549.11269046774
986,147462.1177593602
1302,159060.82758232058
585,147423.7664368124
2708,135511.07853666935
147,132815.61990848856
1441,236293.94771402454
383,156953.95211780764
285,153235.5125430476
181,128013.41832242004
358,207829.2780181073
780,173326.55326373855
258,197968.47684577008
1865,209232.40526246806
692,130661.3438691321
2902,322048.3949327559
508,288051.7647805227
2638,149457.91103405805
36,167753.1828020658
611,175232.9743436504
2281,119403.63184283073
1678,127458.57468571096
1696,408829.31600700266
1557,46748.7048647138
2180,147521.5951641005
1726,239726.00694287816
951,127860.7455167898
267,249167.15533080508
2706,129692.45161640414
2221,195033.63064878737
1357,185030.21176325972
2901,307555.42957080516
347,179206.62335712122
2164,213962.81106738898
1586,294001.20672310906
360,168223.32570014274
1769,241046.386233519
2617,174982.9866094773
1879,175824.49853586065
991,210262.29366885195
1535,124785.22021110138
1191,173622.0499262928
1579,221674.40082758362
1882,128697.03304747517
1510,129591.6875008541
2196,180507.5457921972
1845,189881.41044073287
2336,340650.4114848268
942,104240.66869688207
861,117632.23638078495
2555,101025.66687182906
1392,164300.05897526885
2099,279731.8699777857
1543,138396.14350567662
948,284740.06945098605
1239,154389.55382026054
22,184667.62233998833
2796,265546.39386526996
2747,199159.62513883086
92,289281.97997310665
210,181987.8268458256
1858,232867.33621069093
2228,190098.75140561693
447,242046.42772566463
827,250818.08243311386
1649,206924.34866431568
682,135327.39989039418
2698,131064.1818242344
494,153626.45093867948
214,116246.68118436795
2441,258827.96119221888
2679,118214.17738422041
1336,115130.74009576006
465,200200.3597372432
1524,135655.46259676982
2543,119829.63474590628
631,150745.8643825207
2452,299336.7214478317
228,142442.4532680919
126,160012.66699831735
1092,223305.0902573241
1122,242240.6749465336
932,202090.71548931347
1980,77528.27128022838
2171,102829.0141931376
551,160226.62964502577
2768,188196.58485308933
2056,111417.35083697086
1159,340146.12808956025
2645,175647.1507273007
1174,199345.7993605759
2266,227827.87704588144
2462,363835.0550036683
1219,123711.83078691717
2922,201751.95139526203
118,142864.08457422478
474,202765.92084143666
2576,161846.64948095466
872,293788.7613398209
1077,241147.1131356028
1536,141128.98777106352
1150,118522.88180059413
2341,288424.49699087354
1931,123071.45466600775
2785,129346.83852890016
2538,118422.15773621986
597,207593.3427301529
464,212461.3680617167
233,234108.61099161336
2169,130356.85446804123
2123,156128.197932315
1867,181123.72271309886
137,265215.83089413994
515,211649.78869249916
933,122323.35456470781
2784,164294.91323679817
972,184352.11337557898
599,166716.32555770696
2614,120691.74102022478
2582,140612.22168345188
1409,186301.64403126753
175,115039.46443360452
352,224610.0245605004
976,85840.67335122806
2134,218197.0687285733
984,89352.10908228603
2396,326239.6331885606
1673,147141.9383748437
404,129026.7137295107
607,154649.4595565573
814,163299.45967670108
868,222844.51919542294
2271,237567.18668108046
1633,252321.93992590532
337,198491.76497700624
2765,166977.48920127354
1746,243628.15769536683
368,325109.01769366034
2806,228756.91157322162
1662,180454.4816103447
1234,208922.07359599424
1373,127660.75023369626
1672,99562.09885733006
1939,114088.00841469382
